ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
530-33-6166|4557790827237|Angela|Schneider|F|22591 Robert Isle|Mission|TX|78574|26.3189|-98.3701|167182|Clothing/textile technologist|1995-08-25|740802473168|adults_2550_female_urban.json
491-27-9680|4030299228092023|David|White|M|904 Jay Rest Suite 723|Saint Louis|MO|63105|38.6459|-90.3264|927396|Paediatric nurse|1937-04-16|157199405309|adults_50up_male_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Fontana|CA|92337|34.0498|-117.4706|221665|Toxicologist|1943-10-28|908554315130|adults_50up_female_urban.json
794-87-7070|180050863765993|Anne|Anderson|F|14986 Lopez Station Apt. 981|Stafford|VA|22556|38.4718|-77.5102|77138|Scientist, product/process development|1979-01-15|412347758641|adults_2550_female_urban.json
211-89-5176|6512694486959461|Paul|Gutierrez|M|58874 Lane Trail Suite 213|Pensacola|FL|32507|30.3737|-87.3126|254917|Product manager|1996-04-09|772162574642|adults_2550_male_urban.json
103-28-8329|6589026012796117|Dennis|Wood|M|669 Dawson Ranch|Chillicothe|IL|61523|40.9013|-89.5068|11204|Barista|1958-07-03|854465343288|adults_50up_male_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|San Bernardino|CA|92405|34.1446|-117.3013|236660|Nutritional therapist|1930-12-18|645986493050|adults_50up_female_urban.json
531-02-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|Clark|SD|57225|44.878|-97.7265|1873|Scientific laboratory technician|1999-10-25|283281909609|adults_2550_female_rural.json
833-74-4099|3569735779071412|James|Kramer|M|356 Black Branch|Rochester|VT|05767|43.8804|-72.8159|1143|General practice doctor|1980-04-20|314598870934|adults_2550_male_rural.json
409-87-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|Allendale|MI|49401|42.9711|-85.9249|20735|Research officer, government|1977-03-01|6931334095|adults_2550_male_urban.json
044-62-6082|3579472846392088|Robert|Mendoza|M|562 Bray Square|Redondo Beach|CA|90278|33.8707|-118.3715|75364|Scientist, marine|1948-06-04|345573371830|adults_50up_male_urban.json
009-02-3453|6011559428434798|Greg|White|M|65564 White Curve Apt. 143|Austin|TX|78731|30.3471|-97.7609|940359|Surveyor, building control|1977-06-14|942454203201|adults_2550_male_urban.json
201-19-2451|30026728857441|Kristina|Bradley|F|20347 Shannon Isle Suite 558|Boynton Beach|FL|33426|26.5175|-80.0834|155385|Surveyor, hydrographic|1987-12-16|893060472234|adults_2550_female_urban.json
353-03-6747|2289399824558773|Steve|James|M|2256 Sweeney Cliffs Apt. 253|East Orange|NJ|07018|40.7558|-74.2198|64267|Interior and spatial designer|1996-10-07|718620520120|adults_2550_male_urban.json
728-35-9919|4475987622023410|Daniel|Sanders|M|78006 Dalton River|West Palm Beach|FL|33413|26.6555|-80.1596|459921|Designer, furniture|2005-11-29|717621652546|young_adults_male_urban.json
317-30-4054|3572282005577842|Kimberly|Taylor|F|979 Mills Route|Spokane|WA|99206|47.6496|-117.2581|342856|Social research officer, government|1981-04-06|997762397943|adults_2550_female_urban.json
494-70-3722|2445642400825475|Joseph|Watts|M|4064 Laura Plaza Suite 368|Brooklyn|NY|11237|40.7006|-73.918|2504700|Press sub|1968-10-24|272278386916|adults_50up_male_urban.json
733-95-6386|6011416389448467|Cole|Jones|M|1797 Graves Overpass|La Puente|CA|91744|34.0289|-117.9373|115525|Emergency planning/management officer|1931-07-22|18557023491|adults_50up_male_urban.json
051-69-0363|4442703120735649|Richard|Jimenez|M|0512 Joseph Lock Apt. 872|Spring|TX|77381|30.1716|-95.4985|316665|Engineer, agricultural|1965-03-05|927264966457|adults_50up_male_urban.json
837-49-0207|2246730371837644|Taylor|Moore|F|881 Olson Hills|Rochester|NY|14624|43.1216|-77.7311|478127|Engineer, civil (contracting)|1932-07-04|976505596881|adults_50up_female_urban.json
885-86-3569|2246502491630096|Rachel|Alvarez|F|1327 Gina Junction|Three Rivers|CA|93271|36.4377|-118.8875|2276|Best boy|1998-10-09|391098756160|adults_2550_female_rural.json
158-90-8788|5573585730652407|Karina|Kim|F|739 Amy Islands Suite 498|Cathedral City|CA|92234|33.8098|-116.4665|51151|Designer, multimedia|1970-12-06|580116407639|adults_50up_female_urban.json
461-38-4315|180070862095937|Frank|Brown|M|87829 Morris Row Suite 118|Belmont|MI|49306|43.075|-85.5632|9244|Broadcast engineer|1968-04-10|915016055940|adults_50up_male_urban.json
183-05-3311|2531096789940535|Lisa|Jones|F|717 Michael Summit|Novato|CA|94945|38.1163|-122.5714|58652|Pathologist|1981-05-31|407257502832|adults_2550_female_urban.json
060-79-4356|213114138113867|Chelsey|Fox|F|288 Reese Trafficway|Iowa Park|TX|76367|33.9424|-98.6745|13045|Technical author|1990-02-08|740271815861|adults_2550_female_urban.json
720-86-6998|2223868528975581|Wendy|Nguyen|F|6593 Nicholas Plaza Suite 577|San Antonio|TX|78251|29.4597|-98.6555|1595797|Occupational psychologist|1974-08-10|794569789978|adults_50up_female_urban.json
292-77-0268|213140433504880|Justin|Howe|M|07522 Richardson Prairie|Barnegat|NJ|08005|39.7552|-74.247|22448|Fisheries officer|2006-03-06|280173576486|young_adults_male_urban.json
095-74-6551|3515727919409615|Penny|Weeks|F|6613 Cynthia Roads Suite 048|Bridgewater|VA|22812|38.3859|-78.9937|8927|Architectural technologist|2006-03-21|594076940942|young_adults_female_urban.json
154-42-8232|3520679981364629|Carlos|Miller|M|641 Shaw Trail|Appleton|WI|54913|44.3456|-88.4343|116633|Conservator, furniture|2003-03-22|149301794538|young_adults_male_urban.json
573-26-7994|6011898331465915|Brian|Gutierrez|M|3559 Kayla Extension Suite 979|Anchor Point|AK|99556|59.8371|-151.7078|2510|Dancer|1996-05-12|49136416256|adults_2550_male_urban.json
205-88-6125|4103924051477056|Christine|Medina|F|848 Dean Divide|Indianapolis|IN|46218|39.8082|-86.1014|910148|Adult nurse|1962-12-11|641567640429|adults_50up_female_urban.json
540-06-4186|4439407016451049|Sharon|Banks|F|8157 Jacob Parkway|Belmond|IA|50421|42.8511|-93.62|3032|Programmer, systems|1945-07-30|24534868377|adults_50up_female_urban.json
254-68-4996|376205554384041|Sherry|Zamora|F|432 Prince Shoals|West Des Moines|IA|50266|41.5695|-93.7994|55278|Copywriter, advertising|1946-05-09|799240993760|adults_50up_female_urban.json
534-87-3727|6011926495782328|Lauren|Sutton|F|48262 Lonnie Point|Salinas|CA|93905|36.6811|-121.6176|182180|Site engineer|1990-01-01|794348195155|adults_2550_female_urban.json
189-41-2385|3556647423122092|Lisa|Obrien|F|330 Miller Tunnel|Salem|NH|03079|42.7846|-71.2176|28776|Publishing rights manager|1944-01-11|550331711552|adults_50up_female_urban.json
481-92-6127|4772233060463333|Austin|Ho|M|757 Ronald Trail Apt. 965|Steubenville|OH|43953|40.3524|-80.6781|30603|Nurse, mental health|1983-07-29|630254100367|adults_2550_male_urban.json
550-68-0631|213177038860861|Jose|Mccoy|M|47644 Jackson Hill|Lincoln|NE|68503|40.8233|-96.6766|266032|Video editor|1992-03-15|59781790776|adults_2550_male_urban.json
530-19-7596|4181298266570277|Leslie|Marquez|F|1452 Christopher Squares|New Orleans|LA|70117|29.9703|-90.0312|382333|Production assistant, television|1997-06-23|397860311539|adults_2550_female_urban.json
537-91-6293|3568602592222062|Eric|Cross|M|2123 Cindy Glen Apt. 777|Baton Rouge|LA|70810|30.3633|-91.0919|378909|Speech and language therapist|1982-11-26|7762958252|adults_2550_male_urban.json
506-31-3554|3576719903849837|Amber|Hernandez|F|20994 Knapp Causeway Apt. 622|Minden|NV|89423|39.0218|-119.7314|10465|Higher education careers adviser|1966-09-07|728474083546|adults_50up_female_urban.json
717-77-9377|213179501455617|Peter|Bridges|M|7214 Rose Pine|Hiram|GA|30141|33.8673|-84.7699|22457|Engineer, manufacturing systems|1960-07-12|230621831621|adults_50up_male_urban.json
060-14-9362|3579469548995291|Kristine|Stone|F|2934 Aaron Burg Suite 139|Hagerstown|MD|21740|39.632|-77.7372|95186|Patent examiner|1974-10-28|49022933417|adults_50up_female_urban.json
359-72-3479|676334414486|Joshua|Wang|M|556 Marilyn Fields|Birmingham|AL|35205|33.4951|-86.8059|493806|Lawyer|1975-05-11|372948439863|adults_50up_male_urban.json
491-61-0583|4727857608495880|Albert|Ray|M|1240 Terrell Road Apt. 996|Houston|TX|77004|29.7247|-95.3625|2906700|Embryologist, clinical|1965-11-18|127110381193|adults_50up_male_urban.json
723-41-0519|4173574384215031787|Alexander|Webb|M|57845 Kayla Courts|Stoughton|MA|02072|42.1253|-71.1074|26999|Scientist, clinical (histocompatibility and immunogenetics)|1985-06-28|223908315250|adults_2550_male_urban.json
038-59-6351|3504091570184097|Peter|Fowler|M|3344 Mejia Skyway|Fair Play|MO|65649|37.6335|-93.6064|1593|Commercial/residential surveyor|1988-08-26|164379798163|adults_2550_male_rural.json
281-15-0250|3538585424932148|Lisa|Morgan|F|20701 Brown Meadow Suite 299|Cary|NC|27518|35.7299|-78.7735|131592|Product designer|1965-05-11|393489078147|adults_50up_female_urban.json
341-26-8741|2492171747733293|David|Cox|M|557 Johnson Mountains|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Clinical scientist, histocompatibility and immunogenetics|1963-08-18|525495436942|adults_50up_male_urban.json
867-22-4625|348161581487692|Jennifer|Oliver|F|6153 Mueller Mews|Lexington|KY|40511|38.0932|-84.5007|296965|Tax adviser|1968-09-11|377043697499|adults_50up_female_urban.json
711-31-2836|4971997581724618|Linda|Jennings|F|7013 Paige Throughway Apt. 227|Newington|CT|06111|41.686|-72.7296|30562|Ship broker|1951-07-12|426453759246|adults_50up_female_urban.json
592-58-3206|4494651909864|Sarah|Phelps|F|8008 Rodriguez Haven|Berwyn|IL|60402|41.8347|-87.7914|63448|Airline pilot|1989-12-11|473456755696|adults_2550_female_urban.json
605-51-5213|3566683272386569|Christian|Bright|M|01027 Proctor Dale|Upton|MA|01568|42.1756|-71.6032|7480|Chartered accountant|1982-11-22|704963993110|adults_2550_male_urban.json
881-59-9903|6011786876532696|Adam|Jimenez|M|846 Johnson Camp|Pasco|WA|99301|46.2492|-119.1044|68191|Tax inspector|1968-02-24|775169734100|adults_50up_male_urban.json
116-75-7890|3528478189137180|Rebecca|Edwards|F|8077 Berry Isle|Guadalupe|CA|93434|34.96|-120.5703|7110|Pharmacist, community|1992-07-16|880372777813|adults_2550_female_urban.json
297-22-0579|3594079290490473|Bradley|Wagner|M|2944 Smith Creek Apt. 927|Corinth|MS|38834|34.8759|-88.5916|29133|Merchant navy officer|1964-01-09|192448210387|adults_50up_male_urban.json
802-90-3870|30280512927668|David|Alexander|M|95041 Gary Locks|Duluth|GA|30096|33.9845|-84.1529|103980|Publishing copy|1969-11-20|520985404788|adults_50up_male_urban.json
771-69-3829|6574286047658016|Thomas|Walsh|M|454 Lang Glens Suite 739|Moosic|PA|18507|41.3554|-75.6805|4891|Engineer, broadcasting (operations)|1994-05-21|371600365664|adults_2550_male_urban.json
707-24-5133|213101061817531|Molly|King|F|91093 Jean Crest|Baytown|TX|77523|29.77|-94.8608|103027|Chartered legal executive (England and Wales)|1941-01-22|665103348898|adults_50up_female_urban.json
385-85-9275|4244717465421409|James|Cook|M|4271 Krause Flats|Sheboygan Falls|WI|53085|43.7266|-87.8242|11267|Travel agency manager|2006-06-02|194959880423|young_adults_male_urban.json
504-14-2358|180039174101196|Monica|Waters|F|2006 Hernandez Isle|Los Angeles|CA|90059|33.9293|-118.2463|2383912|Nurse, adult|1962-12-17|2468061102|adults_50up_female_urban.json
725-99-8040|36618306719854|Felicia|Turner|F|158 Miller Mount|Oneida|TN|37841|36.5053|-84.5293|9605|Horticultural consultant|1949-07-14|221825580025|adults_50up_female_urban.json
568-06-6295|4461571732030931|Katherine|Brown|F|8700 Brown Turnpike Apt. 613|Manchester|CT|06042|41.7966|-72.5292|58248|Scientist, research (medical)|1955-01-03|956395061779|adults_50up_female_urban.json
153-95-9493|4027079032024|Mark|Conway|M|9291 Danny Ranch|Grand Rapids|MI|49548|42.8697|-85.6628|375580|Warden/ranger|1972-04-04|69666828528|adults_50up_male_urban.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|Warrington|PA|18976|40.2464|-75.1354|19795|Catering manager|1984-11-23|4322238535|adults_2550_female_urban.json
092-91-9728|4723248763290927910|Lori|Patton|F|0833 Valerie Court Suite 883|San Diego|CA|92126|32.9161|-117.1402|1241364|Psychologist, forensic|2000-02-07|690503315009|adults_2550_female_urban.json
214-36-0870|4277220054365|David|Jensen|M|10822 Todd Crescent Apt. 379|Huntington Station|NY|11746|40.8143|-73.3634|67094|TEFL teacher|1959-06-07|460961541101|adults_50up_male_urban.json
766-87-5337|4531363631797|Kari|Zamora|F|97265 Stephen Fields|Deer River|MN|56636|47.3829|-93.8498|5137|Mechanical engineer|1952-10-05|300542724083|adults_50up_female_urban.json
344-17-0526|3542177625349290|Susan|Lane|F|68739 Hood Harbors|Anchorage|AK|99508|61.206|-149.8101|242037|Administrator, education|1972-11-17|471286837656|adults_50up_female_urban.json
894-32-4061|379392906007806|Jessica|Foster|F|7318 Heather Lodge|Garland|NC|28441|34.7897|-78.4309|3198|Engineering geologist|1953-01-17|391412017641|adults_50up_female_urban.json
245-83-1487|675942799072|John|Taylor|M|57016 Schmidt Hill Suite 498|Columbia|TN|38401|35.6156|-87.038|54469|Teaching laboratory technician|1970-01-23|231045526966|adults_50up_male_urban.json
083-80-5501|3585016579055289|Michele|Castro|F|53817 Karen Trace|Central Point|OR|97502|42.3899|-122.9222|27694|Equality and diversity officer|1935-04-18|387923438251|adults_50up_female_urban.json
516-88-6930|4155778817884795134|Steven|Ellis|M|2411 Joshua Square|Omaha|NE|68164|41.2955|-96.1008|518429|Data scientist|2005-02-04|165340472930|young_adults_male_urban.json
534-81-0372|4827567043103856958|Matthew|Buchanan|M|887 Torres Curve Suite 243|Thomson|GA|30824|33.4774|-82.4942|17201|Radio broadcast assistant|1979-12-13|847346136203|adults_2550_male_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Pinon|AZ|86510|36.1002|-110.2211|5358|Data scientist|1934-08-11|491227929210|adults_50up_female_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Waterville|NY|13480|42.9332|-75.3815|3532|Structural engineer|1965-05-15|335509428125|adults_50up_male_urban.json
412-80-3611|30515093983436|Alison|Ryan|F|186 Tracy Rapids Apt. 562|Eight Mile|AL|36613|30.7951|-88.1823|12749|Physiotherapist|1971-11-04|422494343629|adults_50up_female_urban.json
013-37-5652|377813767426621|Russell|Harper|M|47851 Davis Lodge|New Orleans|LA|70115|29.9289|-90.1005|382333|Government social research officer|2008-09-07|190758885169|young_adults_male_urban.json
474-91-9305|4264870494787301|Rick|Moore|M|714 White Spurs Apt. 014|Neenah|WI|54956|44.1811|-88.4792|42696|Research officer, government|1989-11-29|657416577242|adults_2550_male_urban.json
371-75-7873|3547158904290251|Julia|Steele|F|04565 Keith Pines Apt. 832|Phoenix|AZ|85015|33.5082|-112.1011|1312922|Chief Marketing Officer|1971-05-14|827205386114|adults_50up_female_urban.json
557-42-5181|4451895202845763|Gina|Bartlett|F|28338 Robert Club|Detroit|MI|48224|42.4098|-82.9441|673342|Commercial horticulturist|1976-09-08|145250832177|adults_2550_female_urban.json
492-45-5105|3527985240132233|Elizabeth|Clark|F|1107 Williams Coves|Dyer|IN|46311|41.492|-87.5108|20816|Amenity horticulturist|1973-08-03|724960651796|adults_50up_female_urban.json
608-08-7686|2250140119393251|Alyssa|Thomas|F|552 William Cliff Apt. 908|Springfield|VA|22153|38.7449|-77.237|104396|Engineer, water|1967-06-21|213527785060|adults_50up_female_urban.json
176-97-8801|060413875927|Jessica|Rosario|F|6638 Rick Trace|Rochester|MN|55902|44.0032|-92.4835|117815|Interior and spatial designer|1962-08-03|511632032337|adults_50up_female_urban.json
533-18-8124|378015716479474|Courtney|Russell|F|17520 Powers Locks Suite 811|Saint Paul|MN|55117|44.9995|-93.0969|753116|Customer service manager|1974-10-02|439782366510|adults_50up_female_urban.json
605-14-2765|2283539613674994|Denise|Clarke|F|7967 Hernandez Motorway Apt. 147|Loretto|KY|40037|37.6421|-85.4113|2864|Research scientist (medical)|2000-08-25|688186139417|young_adults_female_urban.json
031-13-0866|2502695249911872|Ricky|Harris|M|8485 Stephanie Bypass Suite 167|Cornville|AZ|86325|34.7256|-111.9086|5152|International aid/development worker|1966-07-30|415979927589|adults_50up_male_urban.json
471-05-0539|4276246719788976|Karen|Dickerson|F|4796 Miranda Haven|Dunnellon|FL|34433|28.9949|-82.5196|34926|IT sales professional|1937-01-21|30328585053|adults_50up_female_urban.json
047-17-6004|345616556503339|Matthew|Watkins|M|1520 Johnson Shoals|Winston Salem|NC|27107|36.0403|-80.1933|250944|Pharmacist, hospital|1992-02-03|565080469383|adults_2550_male_urban.json
274-03-7696|3556965917135788|Roberta|Contreras|F|456 Tyler Vista|Palmdale|CA|93550|34.4133|-118.0917|171170|Call centre manager|1965-05-01|935617309923|adults_50up_female_urban.json
220-37-4345|579639191959|Denise|Knight|F|3514 Reynolds Plains Suite 366|Warner Robins|GA|31093|32.6368|-83.6395|81138|Food technologist|1953-03-26|565324915175|adults_50up_female_urban.json
688-98-8972|4829737489690832|Helen|Hernandez|F|466 Dalton Circles|Lithia|FL|33547|27.8293|-82.1357|19813|Engineer, electronics|1968-06-03|454604966623|adults_50up_female_urban.json
844-37-2632|4631230347786603246|Breanna|Green|F|820 Casey Centers Apt. 594|Post Falls|ID|83854|47.7205|-116.9353|37245|Bonds trader|1945-01-30|985295591878|adults_50up_female_urban.json
688-85-1480|6011319818984716|David|Martinez|M|9636 Drew Extensions Apt. 476|Homewood|IL|60430|41.5556|-87.6616|20094|Forest/woodland manager|1960-05-13|647951221385|adults_50up_male_urban.json
503-69-6140|3558673425754094|Andrew|Stevenson|M|348 Parker Squares|Amlin|OH|43002|40.072|-83.1792|2262|Medical laboratory scientific officer|1964-11-26|892937260466|adults_50up_male_rural.json
125-69-3873|36064413432752|Shawn|Wang|M|41776 Love Wells Apt. 248|New York City|NY|10035|40.8011|-73.9371|1577385|Brewing technologist|1931-04-25|461072712167|adults_50up_male_urban.json
747-71-5354|30002720634591|Angela|Moore|F|657 Russo Dale|Barksdale Afb|LA|71110|32.5137|-93.6404|2793|Gaffer|1983-06-26|752364363524|adults_2550_female_urban.json
847-42-4617|4652669300893|Mark|Meadows|M|42069 Burke Drive Apt. 529|Chatham|NY|12037|42.3496|-73.5873|4015|Commercial/residential surveyor|1972-03-05|786039638224|adults_50up_male_urban.json
446-99-7434|4133344762639346|Nicholas|Lopez|M|2044 Christine Gateway|Orange|TX|77630|30.0709|-93.8659|49572|Merchant navy officer|2005-11-21|754122826432|young_adults_male_urban.json
470-11-0170|30256366941187|Amy|Cook|F|5990 Jon River|Baton Rouge|LA|70820|30.3795|-91.1671|378909|Museum/gallery curator|1970-01-08|736134617514|adults_50up_female_urban.json
136-72-0674|3542875721586240|Audrey|Williams|F|4564 Austin Trace|Lehi|UT|84043|40.3958|-111.8506|49030|Geneticist, molecular|1933-08-14|345817764459|adults_50up_female_urban.json
169-41-8050|4032032074276178|Amanda|Kelly|F|7121 Davis Ways Suite 228|Woodlake|CA|93286|36.4313|-119.0918|9548|Government social research officer|1958-10-29|981671672588|adults_50up_female_urban.json
